;2;3;4;5;
[0(50.000000%)|0(50.000000%)|0(50.000000%)];3399€|28.4991%|54.5009%|17%;3625.33€|64.3369%|30.6631%|5%;4293€|78.4712%|21.5288%|1.38778e-14%;5238.4€|73.8192%|17.1808%|9%;
[0(50.000000%)|0(50.000000%)|4(50.000000%)];3399€|6%|60%|34%;3625.33€|68.4192%|24.5808%|7%;4293€|89.0876%|10.9124%|0%;5238.4€|87.7407%|12.2593%|5.55112e-15%;
[0(50.000000%)|0(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|52.1575%|44.8425%|3%;4293€|81.4676%|16.5324%|2%;5238.4€|86.5285%|13.4715%|2.77556e-15%;
[0(50.000000%)|0(50.000000%)|6(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|0%|60%|40%;
[0(50.000000%)|4(50.000000%)|0(50.000000%)];3399€|1%|60%|39%;3625.33€|71.5288%|21.4712%|7%;4293€|88.404%|11.596%|0%;5238.4€|87.7623%|12.2377%|1.249e-14%;
[0(50.000000%)|4(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|80.3852%|18.6148%|1%;4293€|84.6013%|15.3987%|2.77556e-15%;5238.4€|88.4475%|11.5525%|1.38778e-15%;
[0(50.000000%)|4(50.000000%)|5(50.000000%)];3399€|3%|60%|37%;3625.33€|61.9625%|30.0375%|8%;4293€|90.0794%|9.92057%|5.55112e-15%;5238.4€|88.1147%|11.8853%|8.32667e-15%;
[0(50.000000%)|4(50.000000%)|6(50.000000%)];3399€|5%|60%|35%;3625.33€|5%|60%|35%;4293€|64.9907%|29.0093%|6%;5238.4€|38%|60%|2%;
[0(50.000000%)|5(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|23%|60%|17%;4293€|82.6102%|15.3898%|2%;5238.4€|90.4983%|9.50166%|1.38778e-14%;
[0(50.000000%)|5(50.000000%)|4(50.000000%)];3399€|20%|60%|20%;3625.33€|57.3971%|37.6029%|5%;4293€|84.0298%|15.9702%|8.32667e-15%;5238.4€|88.01%|11.99%|-5.55112e-15%;
[0(50.000000%)|5(50.000000%)|5(50.000000%)];3399€|5%|60%|35%;3625.33€|83.8277%|16.1723%|-5.55112e-15%;4293€|77.2974%|22.7026%|-5.55112e-15%;5238.4€|85.6993%|14.3007%|2.77556e-15%;
[0(50.000000%)|5(50.000000%)|6(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|41.8266%|42.1734%|16%;5238.4€|40.4581%|33.5419%|26%;
[0(50.000000%)|6(50.000000%)|0(50.000000%)];3399€|9%|60%|31%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|0%|60%|40%;
[0(50.000000%)|6(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|28.0917%|54.9083%|17%;4293€|70.7822%|21.2178%|8%;5238.4€|44.5293%|39.4707%|16%;
[0(50.000000%)|6(50.000000%)|5(50.000000%)];3399€|2%|60%|38%;3625.33€|2%|60%|38%;4293€|19%|60%|21%;5238.4€|75.33%|14.67%|10%;
[0(50.000000%)|6(50.000000%)|6(50.000000%)];3399€|6%|60%|34%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|0%|60%|40%;
[4(50.000000%)|0(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|81.6073%|18.3927%|0%;4293€|75.7887%|21.2113%|3%;5238.4€|83.6526%|16.3474%|1.66533e-14%;
[4(50.000000%)|0(50.000000%)|4(50.000000%)];3399€|7%|60%|33%;3625.33€|83.451%|16.549%|5.55112e-15%;4293€|84.548%|15.452%|0%;5238.4€|90.5635%|9.4365%|-6.93889e-15%;
[4(50.000000%)|0(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|76.5092%|21.4908%|2%;4293€|71.2399%|19.7601%|9%;5238.4€|85.5145%|8.48553%|6%;
[4(50.000000%)|0(50.000000%)|6(50.000000%)];3399€|1%|60%|39%;3625.33€|51.2736%|45.7264%|3%;4293€|78.955%|21.045%|0%;5238.4€|76.633%|23.367%|-1.11022e-14%;
[4(50.000000%)|4(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|74.6472%|25.3528%|-2.22045e-14%;4293€|83.3031%|12.6969%|4%;5238.4€|87.4108%|11.5892%|1%;
[4(50.000000%)|4(50.000000%)|4(50.000000%)];3399€|25.8571%|57.1429%|17%;3625.33€|77.6566%|13.3434%|9%;4293€|89.417%|10.583%|2.77556e-15%;5238.4€|86.3691%|13.6309%|5.55112e-15%;
[4(50.000000%)|4(50.000000%)|5(50.000000%)];3399€|21%|60%|19%;3625.33€|80.8979%|17.1021%|2%;4293€|82.9159%|16.0841%|1%;5238.4€|89.2277%|10.7723%|9.71445e-15%;
[4(50.000000%)|4(50.000000%)|6(50.000000%)];3399€|11%|60%|29%;3625.33€|83.1155%|15.8845%|1%;4293€|82.819%|17.181%|-5.55112e-15%;5238.4€|83.0174%|12.9826%|4%;
[4(50.000000%)|5(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|72.267%|26.733%|1%;4293€|83.9948%|16.0052%|-1.11022e-14%;5238.4€|88.0035%|11.9965%|1.11022e-14%;
[4(50.000000%)|5(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|67.0957%|25.9043%|7%;4293€|89.385%|10.615%|-1.52656e-14%;5238.4€|86.7752%|13.2248%|5.55112e-15%;
[4(50.000000%)|5(50.000000%)|5(50.000000%)];3399€|32%|60%|8%;3625.33€|83.0289%|13.9711%|3%;4293€|88.25%|11.75%|0%;5238.4€|86.138%|13.862%|-1.38778e-14%;
[4(50.000000%)|5(50.000000%)|6(50.000000%)];3399€|7%|60%|33%;3625.33€|66.5656%|33.4344%|5.55112e-15%;4293€|80.1186%|14.8814%|5%;5238.4€|82.2317%|11.7683%|6%;
[4(50.000000%)|6(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|73.2512%|26.7488%|5.55112e-15%;4293€|76.7868%|21.2132%|2%;5238.4€|82.9862%|17.0138%|-1.66533e-14%;
[4(50.000000%)|6(50.000000%)|4(50.000000%)];3399€|10%|60%|30%;3625.33€|66.4135%|28.5865%|5%;4293€|84.8455%|15.1545%|-1.11022e-14%;5238.4€|86.5218%|13.4782%|5.55112e-15%;
[4(50.000000%)|6(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|78.7823%|15.2177%|6%;4293€|84.6813%|15.3187%|-2.77556e-15%;5238.4€|82.7918%|16.2082%|1%;
[4(50.000000%)|6(50.000000%)|6(50.000000%)];3399€|6%|60%|34%;3625.33€|74.4715%|25.5285%|5.55112e-15%;4293€|81.5655%|18.4345%|2.77556e-15%;5238.4€|73.1658%|20.8342%|6%;
[5(50.000000%)|0(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|5%|60%|35%;4293€|62.1624%|33.8376%|4%;5238.4€|79.0396%|14.9604%|6%;
[5(50.000000%)|0(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|72.3623%|20.6377%|7%;4293€|79.4904%|19.5096%|1%;5238.4€|88.5909%|11.4091%|1.11022e-14%;
[5(50.000000%)|0(50.000000%)|5(50.000000%)];3399€|1%|60%|39%;3625.33€|48.7033%|26.2967%|25%;4293€|84.2494%|15.7506%|-2.77556e-15%;5238.4€|74.7512%|16.2488%|9%;
[5(50.000000%)|0(50.000000%)|6(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|7%|60%|33%;5238.4€|2%|60%|38%;
[5(50.000000%)|4(50.000000%)|0(50.000000%)];3399€|1%|60%|39%;3625.33€|68.4897%|27.5103%|4%;4293€|85.881%|14.119%|8.32667e-15%;5238.4€|86.7849%|13.2151%|1.66533e-14%;
[5(50.000000%)|4(50.000000%)|4(50.000000%)];3399€|32%|60%|8%;3625.33€|81.9639%|18.0361%|-8.32667e-15%;4293€|85.6905%|14.3095%|0%;5238.4€|91.7413%|8.25866%|-1.249e-14%;
[5(50.000000%)|4(50.000000%)|5(50.000000%)];3399€|34%|60%|6%;3625.33€|75.9826%|24.0174%|8.32667e-15%;4293€|88.258%|11.742%|-5.55112e-15%;5238.4€|86.4936%|10.5064%|3%;
[5(50.000000%)|4(50.000000%)|6(50.000000%)];3399€|13%|60%|27%;3625.33€|80.3583%|19.6417%|8.32667e-15%;4293€|60.2183%|29.7817%|10%;5238.4€|80.5052%|17.4948%|2%;
[5(50.000000%)|5(50.000000%)|0(50.000000%)];3399€|2%|60%|38%;3625.33€|65.0369%|25.9631%|9%;4293€|74.9853%|22.0147%|3%;5238.4€|80.2905%|14.7095%|5%;
[5(50.000000%)|5(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|79.5719%|17.4281%|3%;4293€|91.3438%|8.65623%|-8.32667e-15%;5238.4€|86.9158%|10.0842%|3%;
[5(50.000000%)|5(50.000000%)|5(50.000000%)];3399€|31%|60%|9%;3625.33€|68.2052%|27.7948%|4%;4293€|85.5548%|12.4452%|2%;5238.4€|85.1648%|10.8352%|4%;
[5(50.000000%)|5(50.000000%)|6(50.000000%)];3399€|9%|60%|31%;3625.33€|61.4929%|25.5071%|13%;4293€|83.1041%|11.8959%|5%;5238.4€|78.9957%|14.0043%|7%;
[5(50.000000%)|6(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|37.5266%|55.4734%|7%;5238.4€|0%|60%|40%;
[5(50.000000%)|6(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|67.0262%|30.9738%|2%;4293€|81.1066%|18.8934%|-2.77556e-15%;5238.4€|85.6766%|14.3234%|-8.32667e-15%;
[5(50.000000%)|6(50.000000%)|5(50.000000%)];3399€|8%|60%|32%;3625.33€|62.6147%|30.3853%|7%;4293€|84.5351%|15.4649%|-1.11022e-14%;5238.4€|83.6784%|16.3216%|1.11022e-14%;
[5(50.000000%)|6(50.000000%)|6(50.000000%)];3399€|3%|60%|37%;3625.33€|64.8526%|35.1474%|1.11022e-14%;4293€|76.8371%|23.1629%|8.32667e-15%;5238.4€|88.0193%|10.9807%|1%;
[6(50.000000%)|0(50.000000%)|0(50.000000%)];3399€|1%|60%|39%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|2%|60%|38%;
[6(50.000000%)|0(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|43.1566%|34.8434%|22%;5238.4€|57.6856%|42.3144%|-5.55112e-15%;
[6(50.000000%)|0(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|39.9776%|56.0224%|4%;5238.4€|68.5488%|30.4512%|1%;
[6(50.000000%)|0(50.000000%)|6(50.000000%)];3399€|8%|60%|32%;3625.33€|3%|60%|37%;4293€|0%|60%|40%;5238.4€|8%|60%|32%;
[6(50.000000%)|4(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|6%|60%|34%;4293€|68.45%|31.55%|1.11022e-14%;5238.4€|62.4188%|32.5812%|5%;
[6(50.000000%)|4(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|78.1433%|21.8567%|-2.77556e-15%;4293€|83.8023%|16.1977%|0%;5238.4€|85.3793%|14.6207%|8.32667e-15%;
[6(50.000000%)|4(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|83.9417%|16.0583%|8.32667e-15%;4293€|84.9646%|11.0354%|4%;5238.4€|83.4136%|8.58642%|8%;
[6(50.000000%)|4(50.000000%)|6(50.000000%)];3399€|10%|60%|30%;3625.33€|66.9831%|26.0169%|7%;4293€|71.0185%|28.9815%|-5.55112e-15%;5238.4€|74.4683%|25.5317%|0%;
[6(50.000000%)|5(50.000000%)|0(50.000000%)];3399€|4%|60%|36%;3625.33€|0%|60%|40%;4293€|25%|60%|15%;5238.4€|0%|60%|40%;
[6(50.000000%)|5(50.000000%)|4(50.000000%)];3399€|3%|60%|37%;3625.33€|78.5536%|21.4464%|-8.32667e-15%;4293€|74.6934%|24.3066%|1%;5238.4€|77.0733%|16.9267%|6%;
[6(50.000000%)|5(50.000000%)|5(50.000000%)];3399€|2%|60%|38%;3625.33€|71.9503%|27.0497%|1%;4293€|84.5817%|15.4183%|-5.55112e-15%;5238.4€|82.5714%|14.4286%|3%;
[6(50.000000%)|5(50.000000%)|6(50.000000%)];3399€|0%|60%|40%;3625.33€|79.7409%|16.2591%|4%;4293€|59.6787%|29.3213%|11%;5238.4€|84.27%|15.73%|-5.55112e-15%;
[6(50.000000%)|6(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|82.627%|17.373%|-2.77556e-15%;5238.4€|2%|60%|38%;
[6(50.000000%)|6(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|76.6583%|18.3417%|5%;4293€|78.4106%|20.5894%|1%;5238.4€|84.6349%|13.3651%|2%;
[6(50.000000%)|6(50.000000%)|5(50.000000%)];3399€|19%|60%|21%;3625.33€|72.9654%|27.0346%|-1.11022e-14%;4293€|76.4506%|15.5494%|8%;5238.4€|84.4204%|15.5796%|1.66533e-14%;
[6(50.000000%)|6(50.000000%)|6(50.000000%)];3399€|21%|60%|19%;3625.33€|34.7631%|37.2369%|28%;4293€|70.1344%|27.8656%|2%;5238.4€|54.202%|39.798%|6%;
[0(50.000000%)|0(50.000000%)];3399€|4%|60%|36%;3625.33€|12%|60%|28%;4293€|32.1236%|41.8764%|26%;5238.4€|53.8469%|27.1531%|19%;
[0(50.000000%)|4(50.000000%)];3399€|16%|60%|24%;3625.33€|69.0755%|30.9245%|1.11022e-14%;4293€|69.674%|18.326%|12%;5238.4€|87.8845%|12.1155%|0%;
[0(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|61.4203%|36.5797%|2%;4293€|56.7255%|25.2745%|18%;5238.4€|74.4279%|24.5721%|1%;
[0(50.000000%)|6(50.000000%)];3399€|1%|60%|39%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|0%|60%|40%;
[4(50.000000%)|0(50.000000%)];3399€|15%|60%|25%;3625.33€|73.9691%|26.0309%|1.66533e-14%;4293€|70.2462%|22.7538%|7%;5238.4€|72.7643%|27.2357%|5.55112e-15%;
[4(50.000000%)|4(50.000000%)];3399€|0%|60%|40%;3625.33€|79.9892%|18.0108%|2%;4293€|85.1546%|14.8454%|5.55112e-15%;5238.4€|85.3374%|14.6626%|-5.55112e-15%;
[4(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|56.1087%|29.8913%|14%;4293€|79.0009%|14.9991%|6%;5238.4€|86.1329%|13.8671%|-1.11022e-14%;
[4(50.000000%)|6(50.000000%)];3399€|7%|60%|33%;3625.33€|82.4868%|17.5132%|-5.55112e-15%;4293€|49.3992%|37.6008%|13%;5238.4€|69.1866%|20.8134%|10%;
[5(50.000000%)|0(50.000000%)];3399€|0%|60%|40%;3625.33€|29%|56.0433%|14.9567%;4293€|79.5794%|20.4206%|-1.11022e-14%;5238.4€|63.1645%|26.8355%|10%;
[5(50.000000%)|4(50.000000%)];3399€|10%|60%|30%;3625.33€|78.0163%|19.9837%|2%;4293€|75.0893%|20.9107%|4%;5238.4€|75.021%|16.979%|8%;
[5(50.000000%)|5(50.000000%)];3399€|0%|60%|40%;3625.33€|54.5268%|29.4732%|16%;4293€|65.2571%|25.7429%|9%;5238.4€|81.2791%|18.7209%|2.77556e-15%;
[5(50.000000%)|6(50.000000%)];3399€|2%|60%|38%;3625.33€|40.7867%|45.2133%|14%;4293€|74.5198%|25.4802%|-5.55112e-15%;5238.4€|51.3066%|37.6934%|11%;
[6(50.000000%)|0(50.000000%)];3399€|1.73472e-16%|60%|40%;3625.33€|0%|60%|40%;4293€|0%|60%|40%;5238.4€|2%|60%|38%;
[6(50.000000%)|4(50.000000%)];3399€|11%|60%|29%;3625.33€|69.6832%|30.3168%|-1.11022e-14%;4293€|0%|60%|40%;5238.4€|82.0017%|17.9983%|-8.32667e-15%;
[6(50.000000%)|5(50.000000%)];3399€|11%|60%|29%;3625.33€|0%|60%|40%;4293€|47.0616%|39.9384%|13%;5238.4€|73.231%|26.769%|1.11022e-14%;
[6(50.000000%)|6(50.000000%)];3399€|6%|60%|34%;3625.33€|20%|60%|20%;4293€|21%|60%|19%;5238.4€|8%|60%|32%;
[0(50.000000%)];3399€|16%|60%|24%;3625.33€|9%|60%|31%;4293€|62.2561%|29.7439%|8%;5238.4€|47.12%|41.88%|11%;
[4(50.000000%)];3399€|1%|60%|39%;3625.33€|69.9643%|24.0357%|6%;4293€|66.6992%|24.3008%|9%;5238.4€|81.2261%|15.7739%|3%;
[5(50.000000%)];3399€|9%|60%|31%;3625.33€|50.475%|36.525%|13%;4293€|79.4134%|20.5866%|2.77556e-15%;5238.4€|83.1582%|16.8418%|-8.32667e-15%;
[6(50.000000%)];3399€|0%|60%|40%;3625.33€|0%|60%|40%;4293€|41.6112%|48.3888%|10%;5238.4€|30%|60%|10%;
];3399€|7%|60%|33%;3625.33€|5%|60%|35%;4293€|37.3268%|37.6732%|25%;5238.4€|36.0669%|47.9331%|16%;
